Object Name,Discovery Year,host name
Kepler-649,2018,Kepler-649
Kepler-649 b,2018,HAT-P-24
Kepler-65,2018,Kepler-65
Kepler-65 b,2018,HD 102195
Kepler-65 c,2018,EPIC 220674823
Kepler-65 d,2018,GJ 160.2
Kepler-65 e,2018,Kepler-793
Kepler-650,2018,Kepler-650
Kepler-650 b,2018,Kepler-828
Kepler-651,2018,Kepler-651
Kepler-651 b,2018,KMT-2021-BLG-0192L
Kepler-652,2018,Kepler-652
Kepler-652 b,2018,OGLE-2015-BLG-0966L
Kepler-653,2018,Kepler-653
Kepler-653 b,2018,Kepler-836
Kepler-653 c,2018,OGLE-2016-BLG-1195L
Kepler-654,2018,Kepler-654
Kepler-654 b,2018,Kepler-770
Kepler-655,2018,Kepler-655
Kepler-655 b,2019,GJ 887
Kepler-656,2018,Kepler-656
Kepler-656 b,2019,omi UMa
Kepler-656 c,2018,BD+20 594
Kepler-657,2018,Kepler-657
Kepler-657 b,2018,Luhman 16 A
Kepler-658,2018,Kepler-658
Kepler-658 b,2018,HAT-P-20
Kepler-659,2018,Kepler-659
Kepler-659 b,2018,GQ Lup
Kepler-66,2018,Kepler-66
Kepler-66 b,2018,KMT-2017-BLG-0428L
Kepler-660,2023,Kepler-660
Kepler-660 b,2023,HAT-P-59
Kepler-661,2018,Kepler-661
Kepler-661 b,2018,TOI-1273
Kepler-662,2018,Kepler-662
Kepler-662 b,2018,HATS-1
Kepler-663,2018,Kepler-663
Kepler-663 b,2018,KMT-2019-BLG-1552L
Kepler-664,2018,Kepler-664
Kepler-664 b,2018,WASP-131
Kepler-665,2018,Kepler-665
Kepler-665 b,2018,MOA-2010-BLG-328L
Kepler-666,2018,Kepler-666
Kepler-666 b,2018,OGLE-2011-BLG-0265L
Kepler-667,2018,Kepler-667
Kepler-667 b,2018,CoRoT-16
Kepler-668,2018,Kepler-668
Kepler-668 b,2018,HD 95544
Kepler-669,2015,Kepler-669
Kepler-669 b,2015,17 Sco
Kepler-67,2015,Kepler-67
Kepler-67 b,2015,OGLE-2018-BLG-1212L
Kepler-670,2018,Kepler-670
Kepler-670 b,2018,HD 96127
Kepler-671,2018,Kepler-671
Kepler-671 b,2018,HAT-P-33
Kepler-672,2018,Kepler-672
Kepler-672 b,2018,NGTS-4
Kepler-673,2018,Kepler-673
Kepler-673 b,2018,GJ 2056
Kepler-674,2018,Kepler-674
Kepler-674 b,2018,PH1
Kepler-675,2018,Kepler-675
Kepler-675 b,2018,TOI-904
Kepler-676,2018,Kepler-676
Kepler-676 b,2018,AB Aur
Kepler-677,2018,Kepler-677
Kepler-677 b,2018,Kepler-842
Kepler-678,2018,Kepler-678
Kepler-678 b,2018,OGLE-2016-BLG-0263L
Kepler-679,2018,Kepler-679
Kepler-679 b,2018,HAT-P-29
Kepler-68,2018,Kepler-68
Kepler-68 b,2018,GJ 806
Kepler-68 c,2018,OGLE-2015-BLG-1649L
Kepler-68 d,2015,TOI-1288
Kepler-68 e,2018,SWEEPS-11
Kepler-680,2018,Kepler-680
Kepler-680 b,2018,CoRoT-13
Kepler-681,2018,Kepler-681
Kepler-681 b,2018,TOI-1130
Kepler-682,2018,Kepler-682
Kepler-682 b,2018,HD 94834
Kepler-683,2018,Kepler-683
Kepler-683 b,2018,GJ 317
Kepler-684,2018,Kepler-684
Kepler-684 b,2018,eps Ind A
Kepler-685,2018,Kepler-685
Kepler-685 b,2018,PSR B1620-26
Kepler-686,2018,Kepler-686
Kepler-686 b,2018,Kepler-835
Kepler-687,2018,Kepler-687
Kepler-687 b,2018,GJ 1061
Kepler-688,2018,Kepler-688
Kepler-688 b,2018,CoRoT-21
Kepler-689,2018,Kepler-689
Kepler-689 b,2018,HATS-35
Kepler-69,2018,Kepler-69
Kepler-69 b,2018,HD 109246
Kepler-69 c,2018,WASP-105
Kepler-690,2018,Kepler-690
Kepler-690 b,2018,WASP-148
Kepler-691,2018,Kepler-691
Kepler-691 b,2018,OGLE-2018-BLG-0799L
Kepler-692,2018,Kepler-692
Kepler-692 b,2018,Kepler-1015
Kepler-693,2018,Kepler-693
Kepler-693 b,2018,HAT-P-30
Kepler-694,2018,Kepler-694
Kepler-694 b,2018,HAT-P-67
Kepler-695,2018,Kepler-695
Kepler-695 b,2018,TOI-1062
Kepler-696,2018,Kepler-696
Kepler-696 b,2018,BD-210397
Kepler-697,2018,Kepler-697
Kepler-697 b,2018,CoRoT-8
Kepler-698,2018,Kepler-698
Kepler-698 b,2018,HD 10180
Kepler-7,2018,Kepler-7
Kepler-7 b,2018,HD 109271
Kepler-700,2018,Kepler-700
Kepler-700 b,2018,HD 101930
Kepler-701,2016,Kepler-701
Kepler-701 b,2016,Kepler-704
Kepler-702,2016,Kepler-702
Kepler-702 b,2016,Kepler-648
Kepler-703,2018,Kepler-703
Kepler-703 b,2018,WASP-127
Kepler-704,2018,Kepler-704
Kepler-704 b,2018,51 Eri
Kepler-705,2018,Kepler-705
Kepler-705 b,2018,OGLE-2017-BLG-0173L
Kepler-707,2018,Kepler-707
Kepler-707 b,2018,OGLE-2017-BLG-1049L
Kepler-708,2018,Kepler-708
Kepler-708 b,2018,TOI-700
Kepler-709,2018,Kepler-709
Kepler-709 b,2018,WASP-118
Kepler-710,2018,Kepler-710
Kepler-710 b,2018,AB Pic
Kepler-711,2018,Kepler-711
Kepler-711 b,2018,Kepler-759
Kepler-712,2018,Kepler-712
Kepler-712 b,2018,Kepler-852
Kepler-712 c,2018,TOI-907
Kepler-713,2018,Kepler-713
Kepler-713 b,2018,TOI-615
Kepler-714,2018,Kepler-714
Kepler-714 b,2018,OGLE-2015-BLG-1771L
Kepler-715,2018,Kepler-715
Kepler-715 b,2018,MOA-2011-BLG-028L
Kepler-716,2015,Kepler-716
Kepler-716 b,2015,Kepler-861
Kepler-716 c,2018,MXB 1658-298
Kepler-717,2018,Kepler-717
Kepler-717 b,2018,TOI-1135
Kepler-718,2018,Kepler-718
Kepler-718 b,2018,BD+15 2375
Kepler-719,2018,Kepler-719
Kepler-719 b,2018,K2-25
Kepler-720,2018,Kepler-720
Kepler-720 b,2018,CoRoT-8
Kepler-721,2018,Kepler-721
Kepler-721 b,2018,TOI-620
Kepler-722,2018,Kepler-722
Kepler-722 b,2018,KOI-94
Kepler-722 c,2018,HD 96992
Kepler-723,2018,Kepler-723
Kepler-723 b,2018,KMT-2022-BLG-0440L
Kepler-724,2018,Kepler-724
Kepler-724 b,2018,TOI-1248
Kepler-725,2016,Kepler-725
Kepler-725 b,2016,NGTS-17
Kepler-726,2018,Kepler-726
Kepler-726 b,2018,61 Vir
Kepler-727,2018,Kepler-727
Kepler-727 b,2018,Kepler-605
Kepler-728,2018,Kepler-728
Kepler-728 b,2018,PSR J1719-1438
Kepler-729,2018,Kepler-729
Kepler-729 b,2018,TOI-532
Kepler-730,2018,Kepler-730
Kepler-730 b,2018,NGTS-23
Kepler-730 c,2018,BD-13 2130
Kepler-731,2018,Kepler-731
Kepler-731 b,2018,KMT-2016-BLG-2605L
Kepler-732,2018,Kepler-732
Kepler-732 b,2018,HIP 113103
Kepler-732 c,2018,KOI-2513
Kepler-733,2018,Kepler-733
Kepler-733 b,2018,MOA-2020-BLG-208L
Kepler-734,2018,Kepler-734
Kepler-734 b,2018,GJ 3222
Kepler-735,2018,Kepler-735
Kepler-735 b,2018,NGC 2682 YBP 1514
Kepler-736,2018,Kepler-736
Kepler-736 b,2021,GJ 338 B
Kepler-737,2018,Kepler-737
Kepler-737 b,2021,HAT-P-38
Kepler-738,2018,Kepler-738
Kepler-738 b,2021,TOI-540
Kepler-739,2018,Kepler-739
Kepler-739 b,2018,EPIC 246851721
Kepler-74,2016,Kepler-74
Kepler-74 b,2016,Kepler-750
Kepler-740,2018,Kepler-740
Kepler-740 b,2018,HAT-P-15
Kepler-741,2018,Kepler-741
Kepler-741 b,2018,KMT-2023-BLG-1866L
Kepler-742,2018,Kepler-742
Kepler-742 b,2018,Kepler-652
Kepler-743,2018,Kepler-743
Kepler-743 b,2018,KMT-2021-BLG-0240L
Kepler-744,2018,Kepler-744
Kepler-744 b,2018,KMT-2021-BLG-1372L
Kepler-745,2018,Kepler-745
Kepler-745 b,2018,TYC 1422-614-1
Kepler-746,2018,Kepler-746
Kepler-746 b,2018,TOI-1181
Kepler-747,2018,Kepler-747
Kepler-747 b,2018,TOI-5713
Kepler-748,2018,Kepler-748
Kepler-748 b,2018,Kepler-81
Kepler-749,2018,Kepler-749
Kepler-749 b,2018,TOI-628
Kepler-75,2018,Kepler-75
Kepler-75 b,2018,KMT-2023-BLG-1431L
Kepler-750,2018,Kepler-750
Kepler-750 b,2018,HATS-36
Kepler-750 c,2016,TOI-1249
Kepler-751,2018,Kepler-751
Kepler-751 b,2018,Kepler-649
Kepler-752,2018,Kepler-752
Kepler-752 b,2018,Kepler-631
Kepler-753,2019,Kepler-753
Kepler-753 b,2018,OGLE-2018-BLG-0932L
Kepler-754,2018,Kepler-754
Kepler-754 b,2018,Kepler-850
Kepler-755,2018,Kepler-755
Kepler-755 b,2018,MOA-2011-BLG-291L
Kepler-755 c,2018,OGLE-2014-BLG-0221L
Kepler-756,2018,Kepler-756
Kepler-756 b,2018,Kepler-848
Kepler-757,2018,Kepler-757
Kepler-757 b,2018,OGLE-2019-BLG-0362L
Kepler-758,2018,Kepler-758
Kepler-758 b,2018,WASP-157
Kepler-758 c,2018,TrES-1
Kepler-758 d,2018,Kepler-598
Kepler-758 e,2018,WISE J033605.05-014350.4
Kepler-759,2019,Kepler-759
Kepler-759 b,2019,Kepler-610
Kepler-76,2016,Kepler-76
Kepler-76 b,2016,HD 93351
Kepler-760,2019,Kepler-760
Kepler-760 b,2019,KMT-2021-BLG-1253L
Kepler-760 c,2019,Kepler-1011
Kepler-761,2019,Kepler-761
Kepler-761 b,2019,EPIC 212297394
Kepler-762,2019,Kepler-762
Kepler-762 b,2019,NY Vir
Kepler-763,2019,Kepler-763
Kepler-763 b,2019,OGLE-TR-113
Kepler-763 c,2019,CoRoT-24
Kepler-763 d,2018,Kepler-583
Kepler-764,2015,Kepler-764
Kepler-764 b,2015,TYC 4282-00605-1
Kepler-765,2015,Kepler-765
Kepler-765 b,2015,EPIC 212424622
Kepler-766,2015,Kepler-766
Kepler-766 b,2015,GJ 514
Kepler-767,2016,Kepler-767
Kepler-767 b,2016,KELT-8
Kepler-768,2019,Kepler-768
Kepler-768 b,2019,Kepler-587
Kepler-769,2016,Kepler-769
Kepler-769 b,2016,KELT-19 A
Kepler-769 c,2023,K2-218
Kepler-77,2020,Kepler-77
Kepler-77 b,2020,HD 9174
Kepler-770,2020,Kepler-770
Kepler-770 b,2020,HAT-P-39
Kepler-770 c,2020,2MASS J0249-0557 A
Kepler-770 d,2020,KOI-3503
Kepler-771,2020,Kepler-771
Kepler-771 b,2020,CoRoT-25
Kepler-772,2020,Kepler-772
Kepler-772 b,2020,MOA-2011-BLG-262L
Kepler-773,2016,Kepler-773
Kepler-773 b,2016,Kepler-710
Kepler-774,2016,Kepler-774
Kepler-774 b,2016,KMT-2021-BLG-0119L
Kepler-775,2016,Kepler-775
Kepler-775 b,2016,Kepler-855
Kepler-776,2016,Kepler-776
Kepler-776 b,2019,HATS-33
Kepler-777,2020,Kepler-777
Kepler-777 b,2020,OGLE-2005-BLG-390L
Kepler-778,2020,Kepler-778
Kepler-778 b,2020,UZ For
Kepler-779,2020,Kepler-779
Kepler-779 b,2020,WASP-93
Kepler-78,2020,Kepler-78
Kepler-78 b,2020,TrES-2
Kepler-780,2020,Kepler-780
Kepler-780 b,2020,PH2
Kepler-781,2020,Kepler-781
Kepler-781 b,2020,TOI-6008
Kepler-782,2020,Kepler-782
Kepler-782 b,2020,TOI-1408
Kepler-783,2020,Kepler-783
Kepler-783 b,2020,Kepler-618
Kepler-783 c,2016,Kepler-722
Kepler-784,2021,Kepler-784
Kepler-784 b,2021,MOA-2011-BLG-322L
Kepler-784 c,2021,6 Lyn
Kepler-785,2021,Kepler-785
Kepler-785 b,2021,mu Leo
Kepler-786,2021,Kepler-786
Kepler-786 b,2021,TOI-6016
Kepler-787,2021,Kepler-787
Kepler-787 b,2021,Kepler-680
Kepler-788,2021,Kepler-788
Kepler-788 b,2021,Kepler-695
Kepler-789,2021,Kepler-789
Kepler-789 b,2021,TOI-5720
Kepler-79,2021,Kepler-79
Kepler-79 b,2021,HATS-3
Kepler-79 c,2021,OGLE-2006-BLG-109L
Kepler-79 d,2021,HD 106270
Kepler-79 e,2021,WASP-94 A
Kepler-790,2016,Kepler-790
Kepler-790 b,2016,HAT-P-29
Kepler-791,2021,Kepler-791
Kepler-791 b,2021,KIC 7917485
Kepler-792,2021,Kepler-792
Kepler-792 b,2021,KMT-2018-BLG-2602L
Kepler-793,2021,Kepler-793
Kepler-793 b,2021,WASP-106
Kepler-794,2021,Kepler-794
Kepler-794 b,2021,CoRoT-29
Kepler-795,2021,Kepler-795
Kepler-795 b,2021,WASP-114
Kepler-796,2021,Kepler-796
Kepler-796 b,2021,EPIC 206215704
Kepler-797,2021,Kepler-797
Kepler-797 b,2021,TRAPPIST-1
Kepler-798,2021,Kepler-798
Kepler-798 b,2021,TOI-1443
Kepler-799,2021,Kepler-799
Kepler-799 b,2021,PSR J2322-2650
Kepler-799 c,2021,KMT-2017-BLG-2509L
Kepler-8,2021,Kepler-8
Kepler-8 b,2021,NGTS-18
Kepler-80,2021,Kepler-80
Kepler-80 b,2021,HAT-P-16
Kepler-80 c,2016,HAT-P-46
Kepler-80 d,2016,WASP-85 A
Kepler-80 e,2021,gam Lib
Kepler-80 f,2016,MOA-2016-BLG-526L
Kepler-80 g,2021,OGLE-2017-BLG-1099L
Kepler-800,2021,Kepler-800
Kepler-800 b,2021,HAT-P-19
Kepler-801,2021,Kepler-801
Kepler-801 b,2021,WASP-95
Kepler-802,2021,Kepler-802
Kepler-802 b,2021,TOI-544
Kepler-803,2021,Kepler-803
Kepler-803 b,2021,Kepler-696
Kepler-804,2021,Kepler-804
Kepler-804 b,2021,eps Tau
Kepler-804 c,2021,TOI-1468
Kepler-805,2021,Kepler-805
Kepler-805 b,2021,TOI-1333
Kepler-806,2021,Kepler-806
Kepler-806 b,2021,Kepler-814
Kepler-808,2021,Kepler-808
Kepler-808 b,2021,NGTS-10
Kepler-809,2016,Kepler-809
Kepler-809 b,2016,GJ 849
Kepler-81,2016,Kepler-81
Kepler-81 b,2016,KMT-2019-BLG-0335L
Kepler-81 c,2024,Kepler-789
Kepler-81 d,2022,KOI-55
Kepler-810,2022,Kepler-810
Kepler-810 b,2022,TOI-1052
Kepler-811,2022,Kepler-811
Kepler-811 b,2022,PSR B0329+54
Kepler-812,2022,Kepler-812
Kepler-812 b,2022,HAT-P-34
Kepler-813,2022,Kepler-813
Kepler-813 b,2022,HAT-P-21
Kepler-814,2022,Kepler-814
Kepler-814 b,2022,WASP-159
Kepler-815,2022,Kepler-815
Kepler-815 b,2022,HAT-P-52
Kepler-816,2016,Kepler-816
Kepler-816 b,2016,DMPP-2
Kepler-817,2016,Kepler-817
Kepler-817 b,2016,MOA-2016-BLG-319L
Kepler-818,2016,Kepler-818
Kepler-818 b,2016,MOA-2022-BLG-249L
Kepler-819,2022,Kepler-819
Kepler-819 b,2022,KMT-2019-BLG-0253L
Kepler-82,2022,Kepler-82
Kepler-82 b,2022,K2-114
Kepler-82 c,2022,KMT-2024-BLG-1044L
Kepler-82 d,2022,USco CTIO 108
Kepler-82 e,2022,EPIC 206042996
Kepler-82 f,2022,TOI-5688 A
Kepler-820,2022,Kepler-820
Kepler-820 b,2022,TOI-5238
Kepler-821,2022,Kepler-821
Kepler-821 b,2022,BD+15 2940
Kepler-822,2022,Kepler-822
Kepler-822 b,2022,CD Cet
Kepler-823,2022,Kepler-823
Kepler-823 b,2022,LHS 1678
Kepler-824,2022,Kepler-824
Kepler-824 b,2022,TOI-640
Kepler-825,2016,Kepler-825
Kepler-825 b,2016,CoRoT-27
Kepler-825 c,2016,OGLE-2018-BLG-1269L
Kepler-826,2022,Kepler-826
Kepler-826 b,2022,MOA-bin-1L
Kepler-827,2022,Kepler-827
Kepler-827 b,2022,HD 103197
Kepler-828,2022,Kepler-828
Kepler-828 b,2022,WASP-129
Kepler-829,2022,Kepler-829
Kepler-829 b,2022,CoRoT-10
Kepler-83,2022,Kepler-83
Kepler-83 b,2022,UCAC3 113-933
Kepler-83 c,2022,eps Eri
Kepler-83 d,2022,HD 102956
Kepler-830,2022,Kepler-830
Kepler-830 b,2022,HATS-46
Kepler-831,2022,Kepler-831
Kepler-831 b,2022,HAT-P-11
Kepler-832,2022,Kepler-832
Kepler-832 b,2022,HAT-P-3
Kepler-833,2022,Kepler-833
Kepler-833 b,2022,TOI-561
Kepler-834,2022,Kepler-834
Kepler-834 b,2022,GJ 1132
Kepler-835,2022,Kepler-835
Kepler-835 b,2022,TOI-125
Kepler-836,2022,Kepler-836
Kepler-836 b,2022,Kepler-651
Kepler-837,2022,Kepler-837
Kepler-837 b,2022,Kepler-826
Kepler-838,2022,Kepler-838
Kepler-838 b,2022,TOI-6383 A
Kepler-839,2022,Kepler-839
Kepler-839 b,2022,WASP-1
Kepler-84,2016,Kepler-84
Kepler-84 b,2016,Kepler-677
Kepler-84 c,2022,Kepler-740
Kepler-84 d,2022,HAT-P-18
Kepler-84 e,2022,14 And
Kepler-84 f,2022,TOI-1075
Kepler-841,2022,Kepler-841
Kepler-841 b,2022,CFBDSIR J145829+101343
Kepler-842,2022,Kepler-842
Kepler-842 b,2022,OGLE-2013-BLG-1721L
Kepler-843,2022,Kepler-843
Kepler-843 b,2022,KIC 3526061
Kepler-844,2022,Kepler-844
Kepler-844 b,2022,EPIC 228836835
Kepler-845,2022,Kepler-845
Kepler-845 b,2022,KMT-2021-BLG-0322L
Kepler-846,2022,Kepler-846
Kepler-846 b,2022,psi1 Dra B
Kepler-847,2022,Kepler-847
Kepler-847 b,2022,TOI-1411
Kepler-848,2022,Kepler-848
Kepler-848 b,2022,Kepler-720
Kepler-849,2015,Kepler-849
Kepler-849 b,2015,TrES-3
Kepler-85,2022,Kepler-85
Kepler-85 b,2022,HATS-6
Kepler-85 c,2022,TOI-1431
Kepler-85 d,2022,NGTS-13
Kepler-85 e,2022,Kepler-708
Kepler-850,2022,Kepler-850
Kepler-850 b,2022,OGLE-2017-BLG-1522L
Kepler-851,2022,Kepler-851
Kepler-851 b,2022,Kepler-747
Kepler-852,2022,Kepler-852
Kepler-852 b,2022,Kepler-741
Kepler-853,2022,Kepler-853
Kepler-853 b,2022,HAT-P-65
Kepler-855,2022,Kepler-855
Kepler-855 b,2022,HAT-P-22
Kepler-856,2022,Kepler-856
Kepler-856 b,2022,CoRoT-14
Kepler-857,2022,Kepler-857
Kepler-857 b,2022,OGLE-2019-BLG-0249L
Kepler-858,2022,Kepler-858
Kepler-858 b,2022,HD 109833
Kepler-859,2022,Kepler-859
Kepler-859 b,2022,TOI-942
Kepler-860,2022,Kepler-860
Kepler-860 b,2022,HIP 105854
Kepler-861,2022,Kepler-861
Kepler-861 b,2022,HATS-23
Kepler-862,2022,Kepler-862
Kepler-862 b,2022,HATS-32
Kepler-968,2020,Kepler-968
Kepler-996,2022,Kepler-996
Kepler-996 b,2022,WASP-90
Kepler-997,2023,Kepler-997
Kepler-997 b,2023,HD 106906
Kepler-998,2023,Kepler-998
Kepler-998 b,2023,NGTS-25
Kepler-999,2023,Kepler-999
Kepler-999 b,2023,KMT-2016-BLG-2364L
KIC 10001893,2014,KIC 10001893
KIC 10001893 b,2018,K2-210
KIC 10001893 c,2007,HIP 78530
KIC 10001893 d,2024,K2-277
KIC 10068024,2002,KIC 10068024
KIC 10068024 b,2002,Kepler-594
KIC 10525077,2017,KIC 10525077
KIC 10525077 b,2017,K2-107
KIC 3526061,2012,KIC 3526061
KIC 3526061 b,2012,Kepler-778
KIC 3558849,2024,KIC 3558849
KIC 3558849 b,2024,KPS-1
KIC 5437945,2021,KIC 5437945
KIC 5437945 b,2021,GJ 2030
KIC 5479689,2008,KIC 5479689
KIC 5479689 b,2008,Qatar-7
KIC 7917485,2008,KIC 7917485
KIC 7917485 b,2015,MOA-bin-29
KIC 8121913,2008,KIC 8121913
KIC 8121913 b,2015,Pr0211
KIC 8540376 b,2011,HATS-27
KIC 8540376 c,2001,K2-95
KIC 9663113,2020,KIC 9663113
KIC 9663113 b,2020,DH Tau
KMT-2016-BLG-0212L,2021,KMT-2016-BLG-0212L
KMT-2016-BLG-0212L b,2021,K2-211
KMT-2016-BLG-1105L,2022,KMT-2016-BLG-1105L
KMT-2016-BLG-1105L b,2022,K2-212
KMT-2016-BLG-1107L,2022,KMT-2016-BLG-1107L
KMT-2016-BLG-1107L b,2022,K2-87
KMT-2016-BLG-1397L,2005,KMT-2016-BLG-1397L
KMT-2016-BLG-1397L b,2005,K2-278
KMT-2016-BLG-1820L,2007,KMT-2016-BLG-1820L
KMT-2016-BLG-1820L b,2007,HATS-76
KMT-2016-BLG-1836L,2020,KMT-2016-BLG-1836L
KMT-2016-BLG-1836L b,2020,K2-88
KMT-2016-BLG-2142L,2020,KMT-2016-BLG-2142L
KMT-2016-BLG-2142L b,2022,K2-89
KMT-2016-BLG-2321L,2011,KMT-2016-BLG-2321L
KMT-2016-BLG-2321L b,2011,HIP 109600
KMT-2016-BLG-2364L,2003,KMT-2016-BLG-2364L
KMT-2016-BLG-2364L b,2003,HATS-77
KMT-2016-BLG-2397L,2003,KMT-2016-BLG-2397L
KMT-2016-BLG-2397L b,2003,HD 108863
KMT-2016-BLG-2605L,2019,KMT-2016-BLG-2605L
KMT-2016-BLG-2605L b,2019,Kepler-596
KMT-2017-BLG-0165L,2002,KMT-2017-BLG-0165L
KMT-2017-BLG-0165L b,2002,GJ 2056
KMT-2017-BLG-0428L,2002,KMT-2017-BLG-0428L
KMT-2017-BLG-0428L b,2022,HATS-28
KMT-2017-BLG-0673L,2010,KMT-2017-BLG-0673L
KMT-2017-BLG-0673L b,2010,GJ 3988
KMT-2017-BLG-1003L,2009,KMT-2017-BLG-1003L
KMT-2017-BLG-1003L b,2009,Kepler-682
KMT-2017-BLG-1038L,2002,KMT-2017-BLG-1038L
KMT-2017-BLG-1038L b,2002,HD 108874
KMT-2017-BLG-1146L,2022,KMT-2017-BLG-1146L
KMT-2017-BLG-1146L b,2022,K2-336
KMT-2017-BLG-1194L,2006,KMT-2017-BLG-1194L
KMT-2017-BLG-1194L b,2006,HATS-29
KMT-2017-BLG-2509L,2009,KMT-2017-BLG-2509L
KMT-2017-BLG-2509L b,2009,EPIC 206215704
KMT-2018-BLG-0029L,2009,KMT-2018-BLG-0029L
KMT-2018-BLG-0029L b,2020,TOI-762 A
KMT-2018-BLG-0030L,2009,KMT-2018-BLG-0030L
KMT-2018-BLG-0030L b,2009,K2-337
KMT-2018-BLG-0087L,2025,KMT-2018-BLG-0087L
KMT-2018-BLG-0087L b,2025,KMT-2021-BLG-1689L
KMT-2018-BLG-0247L,2009,KMT-2018-BLG-0247L
KMT-2018-BLG-0247L b,2009,K2-395
KMT-2018-BLG-0748L,2016,KMT-2018-BLG-0748L
KMT-2018-BLG-0748L b,2016,K2-139
KMT-2018-BLG-0885L,2016,KMT-2018-BLG-0885L
KMT-2018-BLG-0885L b,2016,K2-369
KMT-2018-BLG-1025L,2009,KMT-2018-BLG-1025L
KMT-2018-BLG-1025L b,2009,K2-213
KMT-2018-BLG-1292L,2022,KMT-2018-BLG-1292L
KMT-2018-BLG-1292L b,2022,K2-279
KMT-2018-BLG-1743L,2004,KMT-2018-BLG-1743L
KMT-2018-BLG-1743L b,2004,HAT-P-21
KMT-2018-BLG-1976L,2023,KMT-2018-BLG-1976L
KMT-2018-BLG-1976L b,2023,OGLE-2018-BLG-1185L
KMT-2018-BLG-1988L,2009,KMT-2018-BLG-1988L
KMT-2018-BLG-1988L b,2009,HD 109246
KMT-2018-BLG-1990L,2018,KMT-2018-BLG-1990L
KMT-2018-BLG-1990L b,2018,Kepler-650
KMT-2018-BLG-1996L,1999,KMT-2018-BLG-1996L
KMT-2018-BLG-1996L b,1999,K2-28
KMT-2018-BLG-2602L,2023,KMT-2018-BLG-2602L
KMT-2018-BLG-2602L b,2023,K2-173
KMT-2019-BLG-0253L,2009,KMT-2019-BLG-0253L
KMT-2019-BLG-0253L b,2009,Kepler-753
KMT-2019-BLG-0297L,2016,KMT-2019-BLG-0297L
KMT-2019-BLG-0297L b,2016,HAT-P-52
KMT-2019-BLG-0298L,2000,KMT-2019-BLG-0298L
KMT-2019-BLG-0298L b,2000,K2-14
KMT-2019-BLG-0335L,2000,KMT-2019-BLG-0335L
KMT-2019-BLG-0335L b,2019,K2-140
KMT-2019-BLG-0371L,2005,KMT-2019-BLG-0371L
KMT-2019-BLG-0371L b,2005,HD 109271
KMT-2019-BLG-0414L,2022,KMT-2019-BLG-0414L
KMT-2019-BLG-0414L b,2022,CFHTWIR-Oph 98 A
KMT-2019-BLG-0842L,2022,KMT-2019-BLG-0842L
KMT-2019-BLG-0842L b,2022,K2-396
KMT-2019-BLG-0953L,2021,KMT-2019-BLG-0953L
KMT-2019-BLG-0953L b,2021,XO-1
KMT-2019-BLG-1042L,2021,KMT-2019-BLG-1042L
KMT-2019-BLG-1042L b,2021,OGLE-2016-BLG-1093L
KMT-2019-BLG-1216L,2021,KMT-2019-BLG-1216L
KMT-2019-BLG-1216L b,2021,L 363-38
KMT-2019-BLG-1339L,2022,KMT-2019-BLG-1339L
KMT-2019-BLG-1339L b,2022,GJ 411
KMT-2019-BLG-1367L,2022,KMT-2019-BLG-1367L
KMT-2019-BLG-1367L b,2022,KMT-2021-BLG-0712L
KMT-2019-BLG-1552L,2009,KMT-2019-BLG-1552L
KMT-2019-BLG-1552L b,2009,GJ 3998
KMT-2019-BLG-1715L,2009,KMT-2019-BLG-1715L
KMT-2019-BLG-1715L b,2009,HD 109286
KMT-2019-BLG-1806L,2023,KMT-2019-BLG-1806L
KMT-2019-BLG-1806L b,2023,eps Tau
KMT-2019-BLG-1953L,2018,KMT-2019-BLG-1953L
KMT-2019-BLG-1953L b,2018,HAT-P-53
KMT-2019-BLG-2783L,2013,KMT-2019-BLG-2783L
KMT-2019-BLG-2783L b,2013,K2-174
KMT-2019-BLG-2974L,2009,KMT-2019-BLG-2974L
KMT-2019-BLG-2974L b,2009,HAT-P-54
KMT-2020-BLG-0414L,2009,KMT-2020-BLG-0414L
KMT-2020-BLG-0414L b,2018,K2-108
KMT-2020-BLG-0414L c,2015,K2-37
KMT-2021-BLG-0119L,2020,KMT-2021-BLG-0119L
KMT-2021-BLG-0119L b,2020,Kepler-8
KMT-2021-BLG-0171L,2021,KMT-2021-BLG-0171L
KMT-2021-BLG-0171L b,2021,K2-214
KMT-2021-BLG-0192L,2019,KMT-2021-BLG-0192L
KMT-2021-BLG-0192L b,2021,Kepler-810
KMT-2021-BLG-0240L,2015,KMT-2021-BLG-0240L
KMT-2021-BLG-0240L b,2015,K2-141
KMT-2021-BLG-0320L,2011,KMT-2021-BLG-0320L
KMT-2021-BLG-0320L b,2011,HAT-P-55
KMT-2021-BLG-0322L,2011,KMT-2021-BLG-0322L
KMT-2021-BLG-0322L b,2011,K2-62
KMT-2021-BLG-0712L,2009,KMT-2021-BLG-0712L
KMT-2021-BLG-0712L b,2009,GJ 411
KMT-2021-BLG-0748L,2021,KMT-2021-BLG-0748L
KMT-2021-BLG-0748L b,2021,KOI-217
KMT-2021-BLG-0909L,2021,KMT-2021-BLG-0909L
KMT-2021-BLG-0909L b,2021,CHXR 73
KMT-2021-BLG-0912L,2021,KMT-2021-BLG-0912L
KMT-2021-BLG-0912L b,2021,Kepler-832
KMT-2021-BLG-1077L,2021,KMT-2021-BLG-1077L
