Planet Name,Planet Radius [Earth Radius],Duration of a day (hours),Orbital Period [days],Planetary Type,Gravity Strength,Has Biosphere,Star Name
K2-385 b,13.1,31.6,2720,Chthonian Planet,Low,1,K2-385
K2-386 b,8.56,28.1,1211,Dwarf Planet,Low,1,K2-386
K2-387 b,14,110.3,363.20001,Proto Planet,Low,1,K2-387
K2-388 b,14.1,20.91,14.3099,Dwarf Planet,Low,1,K2-388
K2-389 b,12.5,7.4,2127.60566,Gas Giant,High,0,K2-389
K2-389 c,12.5,74.24,685.25,Proto Planet,Low,1,K2-389
K2-39 b,12.4,6.37,2088.75851,Garden World,Medium,1,K2-39
K2-390 b,1.83,8.25,5.6368,Gas Giant,High,0,K2-390
K2-391 b,2.39,85.64,14.03,Ice Giant,High,0,K2-391
K2-392 b,1.83,89.53,33.91,Ice Giant,High,0,K2-392
K2-393 b,2.85,123.1,3.2498,Gas Giant,High,0,K2-393
K2-394 b,1.83,57.81,4.3123,Ice Giant,High,0,K2-394
K2-395 b,2.46,108.2,9.6184,Dwarf Planet,Low,1,K2-395
K2-395 c,3.04,1.92,20.432,Chthonian Planet,Low,1,K2-395
K2-396 b,2.13,117.36,51.76,Proto Planet,Low,1,K2-396
K2-396 c,2.56,22.8,197.8,Ice Giant,High,0,K2-396
K2-397 b,13.2,43.58,578.6,Dwarf Planet,Low,1,K2-397
K2-398 b,12.9,86.14,264.14999,Proto Planet,Low,1,K2-398
K2-398 c,13.2,73.37,963,Dwarf Planet,Low,1,K2-398
K2-4 b,12.1,110.61,1.3283,Ice Giant,High,0,K2-4
K2-400 b,13.5,4.38,526.5239,Proto Planet,Low,1,K2-400
K2-401 b,13.5,10.75,857.5,Dwarf Planet,Low,1,K2-401
K2-402 b,13.3,55.96,431.88,Proto Planet,Low,1,K2-402
K2-403 b,13.3,35.75,6700,Gas Giant,High,0,K2-403
K2-404 b,13.9,122.14,832.97,Gas Giant,High,0,K2-404
K2-405 b,3.89,94.52,149.61,Chthonian Planet,Low,1,K2-405
K2-406 b,3.41,42.94,13.6308205,Dwarf Planet,Low,1,K2-406
K2-407 b,4.12,36.14,15.56,Dwarf Planet,Low,1,K2-407
K2-407 c,13.4,19.28,356.21,Garden World,Medium,1,K2-407
K2-408 b,14.2,25.21,308.92072,Dwarf Planet,Low,1,K2-408
K2-409 b,12.6,17.41,9295.9735,Gas Giant,High,0,K2-409
K2-411 b,13.2,73.44,36.9987,Ice Giant,High,0,K2-411
K2-412 b,14.1,75.23,472,Gas Giant,High,0,K2-412
K2-413 b,3.52,115.47,5.8854,Proto Planet,Low,1,K2-413
K2-413 c,2.91,82.67,13.1354,Garden World,Medium,1,K2-413
K2-414 b,13.5,117.63,963.6,Chthonian Planet,Low,1,K2-414
K2-414 c,9.03,94.95,225.79,Dwarf Planet,Low,1,K2-414
K2-415 b,14.2,67.23,345.43,Proto Planet,Low,1,K2-415
K2-416 b,14.3,14.2,44.073,Chthonian Planet,Low,1,K2-416
K2-417 b,11.9,51.98,20324.58153,Chthonian Planet,Low,1,K2-417
K2-419 A b,10,31.95,3.023573,Ice Giant,High,0,K2-419
K2-42 b,5.02,81.92,4.0845,Garden World,Medium,1,K2-42
K2-43 b,13,62.83,1353.6,Dwarf Planet,Low,1,K2-43
K2-43 c,13.4,81.03,371.74,Ice Giant,High,0,K2-43
K2-44 b,13.1,4.26,3184.2,Garden World,Medium,1,K2-44
K2-45 b,13.4,19.65,360.08,Ice Giant,High,0,K2-45
K2-46 b,13.5,78.4,677.53,Gas Giant,High,0,K2-46
K2-47 b,12.6,43.1,712.13,Gas Giant,High,0,K2-47
K2-48 b,12.3,68.26,434,Ice Giant,High,0,K2-48
K2-49 b,13.5,85.62,778.51,Chthonian Planet,Low,1,K2-49
K2-5 b,2.06,36.83,7.34013,Dwarf Planet,Low,1,K2-5
K2-5 c,2.6,46.16,38.06,Dwarf Planet,Low,1,K2-5
K2-50 b,3.24,27.17,151.92,Dwarf Planet,Low,1,K2-50
K2-52 b,13.5,102.96,400.5,Gas Giant,High,0,K2-52
K2-53 b,6.2,15.25,4.94737,Gas Giant,High,0,K2-53
K2-54 b,13.5,86.41,2447.1,Ice Giant,High,0,K2-54
K2-55 b,13.2,119.29,8619.9,Proto Planet,Low,1,K2-55
K2-57 b,12.8,46.73,1293,Proto Planet,Low,1,K2-57
K2-58 b,3.62,54.04,14.0726,Gas Giant,High,0,K2-58
K2-58 c,3.87,57.94,95.9446,Proto Planet,Low,1,K2-58
K2-58 d,13.7,78.42,119.27,Ice Giant,High,0,K2-58
K2-59 b,2.45,39.95,14.339156,Ice Giant,High,0,K2-59
K2-59 c,4.49,50.92,40.87,Proto Planet,Low,1,K2-59
K2-6 b,13.5,26.02,637.1,Proto Planet,Low,1,K2-6
K2-60 b,13.8,35.45,872.2,Gas Giant,High,0,K2-60
K2-61 b,12.9,82.71,1827,Ice Giant,High,0,K2-61
K2-62 b,12.8,118.07,139.35,Garden World,Medium,1,K2-62
K2-62 c,13.7,104.09,768.7,Gas Giant,High,0,K2-62
K2-63 b,12.5,118.66,492.3,Garden World,Medium,1,K2-63
K2-63 c,3.71,37.17,29.04992,Dwarf Planet,Low,1,K2-63
K2-64 b,12.8,65.1,5859.08992,Gas Giant,High,0,K2-64
K2-65 b,12.6,64.35,177.11,Ice Giant,High,0,K2-65
K2-66 b,12.7,40.7,299.36,Ice Giant,High,0,K2-66
K2-68 b,12.7,8.11,495.4,Gas Giant,High,0,K2-68
K2-69 b,13.8,121.14,201.9,Proto Planet,Low,1,K2-69
K2-7 b,13.3,23.13,600.1,Chthonian Planet,Low,1,K2-7
K2-70 b,2.428,24.45,5.2549,Garden World,Medium,1,K2-70
K2-71 b,12.1,53.99,5138,Proto Planet,Low,1,K2-71
K2-72 b,12,79.65,74839.94555,Proto Planet,Low,1,K2-72
K2-72 c,13.3,120.79,589.64,Chthonian Planet,Low,1,K2-72
K2-72 d,12.6,75.71,14306.88519,Dwarf Planet,Low,1,K2-72
K2-72 e,2.164,37.96,7.1079384,Proto Planet,Low,1,K2-72
K2-73 b,2.582,114.81,20.543847,Dwarf Planet,Low,1,K2-73
K2-74 b,1.073,67.69,4.209075,Chthonian Planet,Low,1,K2-74
K2-75 b,12.31,35.46,2.81805,Garden World,Medium,1,K2-75
K2-75 c,14.2,59.29,358,Proto Planet,Low,1,K2-75
K2-77 b,2.916,14.42,9.058807,Gas Giant,High,0,K2-77
K2-79 b,3.065,4.68,21.4027,Proto Planet,Low,1,K2-79
K2-8 b,4.41,60.37,45.791,Dwarf Planet,Low,1,K2-8
K2-8 c,13.2,90.72,623,Gas Giant,High,0,K2-8
K2-80 b,14.2,49.81,21.998,Gas Giant,High,0,K2-80
K2-80 c,13.6,7.03,577.6,Proto Planet,Low,1,K2-80
K2-80 d,13.4,3.94,5370,Proto Planet,Low,1,K2-80
K2-81 b,12.8,85.07,480.5,Gas Giant,High,0,K2-81
K2-83 b,12.4,2.63,2269.81726,Gas Giant,High,0,K2-83
K2-83 c,13.5,74.04,10478.84437,Gas Giant,High,0,K2-83
K2-84 b,13.1,42.93,352.2,Proto Planet,Low,1,K2-84
K2-84 c,12.9,34.78,2374,Proto Planet,Low,1,K2-84
K2-85 b,13.5,83.05,2496,Gas Giant,High,0,K2-85
K2-86 b,12.6,19.59,1103,Gas Giant,High,0,K2-86
K2-87 b,11.9,119.21,663.87,Gas Giant,High,0,K2-87
K2-88 b,13.4,118.67,6.27711,Dwarf Planet,Low,1,K2-88
K2-89 b,12.3,7.37,16000,Gas Giant,High,0,K2-89
K2-9 b,13.1,31.98,1193.3,Gas Giant,High,0,K2-9
K2-90 b,3.17,116.68,8.667,Dwarf Planet,Low,1,K2-90
K2-90 c,3.46,92.58,31.56,Dwarf Planet,Low,1,K2-90
K2-91 b,4.45,101.8,197,Ice Giant,High,0,K2-91
K2-95 b,12.8,84.59,851.8,Garden World,Medium,1,K2-95
K2-97 b,13,97.42,2124.54,Gas Giant,High,0,K2-97
K2-98 b,11.1,52.46,615,Ice Giant,High,0,K2-98
K2-99 b,13.5,115.82,858,Dwarf Planet,Low,1,K2-99
kap And b,1.19,55.15,12.5720095,Gas Giant,High,0,kap And
kap CrB b,1.6,12.84,40.8365012,Gas Giant,High,0,kap CrB
Kapteyn c,4.55,97.38,87.19,Gas Giant,High,0,Kapteyn
KELT-1 b,13.2,104.36,3549.39854,Proto Planet,Low,1,KELT-1
KELT-10 b,12.1,6.32,18207.72098,Garden World,Medium,1,KELT-10
KELT-11 b,12.8,112.21,39.44603,Dwarf Planet,Low,1,KELT-11
KELT-12 b,12.2,55.08,2690,Ice Giant,High,0,KELT-12
KELT-14 b,13,47.22,1257.99159,Gas Giant,High,0,KELT-14
KELT-15 b,12.8,15.34,17071.78045,Gas Giant,High,0,KELT-15
KELT-16 b,2.884,40.65,15.611,Dwarf Planet,Low,1,KELT-16
KELT-17 b,13.5,1.84,65.94,Proto Planet,Low,1,KELT-17
KELT-18 b,13.2,41.85,5823,Garden World,Medium,1,KELT-18
KELT-19 A b,13.1,25.54,188.3,Proto Planet,Low,1,KELT-19
KELT-2 A b,13.3,24.88,379.1,Proto Planet,Low,1,KELT-2
KELT-20 b,13.7,107.34,1750,Gas Giant,High,0,KELT-20
KELT-21 b,2.79,4.54,6.398042,Proto Planet,Low,1,KELT-21
KELT-23 A b,2.39,13.84,18.87974,Ice Giant,High,0,KELT-23
KELT-24 b,13.5,37.6,51.63564,Proto Planet,Low,1,KELT-24
KELT-3 b,12.5,32.78,2448.48726,Dwarf Planet,Low,1,KELT-3
KELT-4 A b,12.6,63.28,1270.55195,Proto Planet,Low,1,KELT-4
KELT-6 b,5.12,109.35,15.017,Chthonian Planet,Low,1,KELT-6
KELT-6 c,14,46.77,3449,Gas Giant,High,0,KELT-6
KELT-7 b,14.2,106.96,3.50927,Ice Giant,High,0,KELT-7
KELT-8 b,12.8,65.66,4356,Chthonian Planet,Low,1,KELT-8
KELT-9 b,13.8,83.1,341.2,Dwarf Planet,Low,1,KELT-9
Kepler-10 b,13.3,7.58,822.3,Gas Giant,High,0,Kepler-10
Kepler-10 c,13.5,112.03,926.4,Proto Planet,Low,1,Kepler-10
Kepler-10 d,12.1,21.09,0,Dwarf Planet,Low,1,Kepler-10
Kepler-100 b,12,49.57,0,Gas Giant,High,0,Kepler-100
Kepler-100 c,12.1,34.75,0,Proto Planet,Low,1,Kepler-100
Kepler-100 d,13.4,117.85,111.7,Dwarf Planet,Low,1,Kepler-100
Kepler-100 e,12.3,58.19,104100,Dwarf Planet,Low,1,Kepler-100
Kepler-1000 b,2.536,114.43,10.751014,Chthonian Planet,Low,1,Kepler-1000
Kepler-1001 b,2.524,91.29,19.60562,Gas Giant,High,0,Kepler-1001
Kepler-1001 c,12.6,66.86,1852.14387,Dwarf Planet,Low,1,Kepler-1001
Kepler-1002 b,14,95.79,2.224,Gas Giant,High,0,Kepler-1002
Kepler-1003 b,13.4,63.27,455.73816,Ice Giant,High,0,Kepler-1003
Kepler-1004 b,13.7,13.19,5.0505,Proto Planet,Low,1,Kepler-1004
Kepler-1005 b,3,24.77,7.713057,Chthonian Planet,Low,1,Kepler-1005
Kepler-1006 b,12.1,38.39,24955.45756,Ice Giant,High,0,Kepler-1006
Kepler-1007 b,3.828,69.85,20.772858,Chthonian Planet,Low,1,Kepler-1007
Kepler-1008 b,3.429,80.97,52.56363,Ice Giant,High,0,Kepler-1008
Kepler-1009 b,2.48,112.64,10.288914,Gas Giant,High,0,Kepler-1009
Kepler-101 b,2.75,118.02,16.432,Gas Giant,High,0,Kepler-101
Kepler-101 c,12.1,88.61,1062.26506,Ice Giant,High,0,Kepler-101
Kepler-1010 b,12.2,29.68,18600,Garden World,Medium,1,Kepler-1010
Kepler-1011 b,2.2,118.43,36.116,Chthonian Planet,Low,1,Kepler-1011
Kepler-1012 b,11.777,84.43,0,Gas Giant,High,0,Kepler-1012
Kepler-1013 b,12.442,70.41,0,Proto Planet,Low,1,Kepler-1013
Kepler-1014 b,13.1,107.58,27000,Proto Planet,Low,1,Kepler-1014
Kepler-1015 b,12.7,35.12,302.79999,Gas Giant,High,0,Kepler-1015
Kepler-1016 b,2.085,79.98,3.58599,Ice Giant,High,0,Kepler-1016
Kepler-1016 c,1.939,35.58,5.97293,Garden World,Medium,1,Kepler-1016
Kepler-1017 b,2.164,9.88,11.23,Proto Planet,Low,1,Kepler-1017
Kepler-1018 b,13,19.14,170000,Chthonian Planet,Low,1,Kepler-1018
Kepler-1019 b,13,13.3,69000,Chthonian Planet,Low,1,Kepler-1019
Kepler-102 b,13,32.32,37000,Proto Planet,Low,1,Kepler-102
Kepler-102 c,13.115,68.55,20815.6,Ice Giant,High,0,Kepler-102
Kepler-102 d,13.6,8.8,3.986,Gas Giant,High,0,Kepler-102
Kepler-102 e,12.8,20.28,2390,Proto Planet,Low,1,Kepler-102
Kepler-102 f,12.9,113.83,4368,Ice Giant,High,0,Kepler-102
Kepler-1020 b,12.7,71.96,734,Gas Giant,High,0,Kepler-1020
Kepler-1021 b,10.738,8.42,8.834978,Dwarf Planet,Low,1,Kepler-1021
Kepler-1022 b,12.1,108.86,0,Dwarf Planet,Low,1,Kepler-1022
Kepler-1023 b,3.84,19.82,19.3044,Chthonian Planet,Low,1,Kepler-1023
Kepler-1024 b,3.88,73.02,1.6739035,Ice Giant,High,0,Kepler-1024
Kepler-1025 b,2,49.55,14.6762429,Dwarf Planet,Low,1,Kepler-1025
Kepler-1026 b,1.3,93.37,9.915615,Chthonian Planet,Low,1,Kepler-1026
Kepler-561 c,1.79,63.26,1.9741954,Gas Giant,High,0,Kepler-561
Kepler-562 b,3.59,44.88,8.2669928,Gas Giant,High,0,Kepler-562
Kepler-563 b,15.98,95.29,3.313959,Chthonian Planet,Low,1,Kepler-563
Kepler-564 b,5.33,8.71,4.733999,Ice Giant,High,0,Kepler-564
Kepler-565 b,7.55,33.43,39.93767,Chthonian Planet,Low,1,Kepler-565
Kepler-566 b,2.592,81.18,13.86375,Proto Planet,Low,1,Kepler-566
Kepler-567 b,1.82,115.92,5.3518,Gas Giant,High,0,Kepler-567
Kepler-568 b,3.33,52.66,15.6805,Ice Giant,High,0,Kepler-568
Kepler-569 b,12.14,14.38,5.817685,Chthonian Planet,Low,1,Kepler-569
Kepler-57 b,10.592,18.22,11.390931,Chthonian Planet,Low,1,Kepler-57
Kepler-57 c,11.803,120.99,20.2729914,Gas Giant,High,0,Kepler-57
Kepler-570 b,0.69,110.3,4.655411,Ice Giant,High,0,Kepler-570
Kepler-571 b,2.03,79.2,1.2916,Dwarf Planet,Low,1,Kepler-571
Kepler-572 b,2.06,50.26,5.444017,Gas Giant,High,0,Kepler-572
Kepler-573 b,2.54,37.84,50.92092,Dwarf Planet,Low,1,Kepler-573
Kepler-574 b,2.53,7.07,7.727283,Chthonian Planet,Low,1,Kepler-574
Kepler-575 b,2.44,102.75,8.28246,Ice Giant,High,0,Kepler-575
Kepler-576 b,7.52,103.01,5.1857539,Dwarf Planet,Low,1,Kepler-576
Kepler-577 b,1.16,116.02,2.2193023,Ice Giant,High,0,Kepler-577
Kepler-578 b,2.76,27.48,30.951524,Proto Planet,Low,1,Kepler-578
Kepler-579 b,2.9,9.48,6.413651,Ice Giant,High,0,Kepler-579
Kepler-58 b,2.18,3.3,21.750264,Dwarf Planet,Low,1,Kepler-58
Kepler-58 c,1.97,4.44,7.385655,Garden World,Medium,1,Kepler-58
Kepler-58 d,8.37,0.58,3.588163,Gas Giant,High,0,Kepler-58
Kepler-58 e,1.42,106.49,5.675819,Ice Giant,High,0,Kepler-58
Kepler-580 b,1.04,54.02,8.239493,Proto Planet,Low,1,Kepler-580
Kepler-581 b,1.89,85.26,39.91488,Garden World,Medium,1,Kepler-581
Kepler-582 b,1.25,73.86,2.49412,Ice Giant,High,0,Kepler-582
Kepler-583 b,1.69,86.31,0.3693038,Dwarf Planet,Low,1,Kepler-583
Kepler-584 b,14.572,51.5,9.1751,Garden World,Medium,1,Kepler-584
Kepler-585 b,1.34,56.53,3.07133,Dwarf Planet,Low,1,Kepler-585
Kepler-586 b,1.603,31.39,4.86784,Garden World,Medium,1,Kepler-586
Kepler-587 b,2.003,103.32,11.02454,Gas Giant,High,0,Kepler-587
Kepler-588 b,1.73,27.97,26.5841,Gas Giant,High,0,Kepler-588
Kepler-589 b,1.014,3.47,7.9752,Gas Giant,High,0,Kepler-589
Kepler-589 c,3,96.75,17.30713,Gas Giant,High,0,Kepler-589
Kepler-59 b,1.565,85.76,25.575,Gas Giant,High,0,Kepler-59
Kepler-59 c,0.64,109.84,0.179719,Garden World,Medium,1,Kepler-59
Kepler-590 b,1.51,3.76,2.35309,Garden World,Medium,1,Kepler-590
Kepler-591 b,2.299,90.82,3.56004,Gas Giant,High,0,Kepler-591
Kepler-592 b,2.39,26.3,5.40479,Chthonian Planet,Low,1,Kepler-592
Kepler-593 b,3.39,72.22,8.26146,Ice Giant,High,0,Kepler-593
Kepler-594 b,2.904,56.56,12.75758,Chthonian Planet,Low,1,Kepler-594
Kepler-595 b,3.013,112.15,41.96797,Chthonian Planet,Low,1,Kepler-595
Kepler-595 c,9.11,106.07,28.380619,Proto Planet,Low,1,Kepler-595
Kepler-596 b,4.81,98.7,8.36802,Proto Planet,Low,1,Kepler-596
Kepler-597 b,13.563,73.49,6.569188,Chthonian Planet,Low,1,Kepler-597
Kepler-598 b,1.51,93.76,0.2803244,Proto Planet,Low,1,Kepler-598
Kepler-598 c,7,65.69,7.7485,Proto Planet,Low,1,Kepler-598
Kepler-599 b,2.05,10.65,2.6446,Garden World,Medium,1,Kepler-599
Kepler-6 b,2.19,25.25,4.00498,Ice Giant,High,0,Kepler-6
Kepler-60 b,1.473,24.28,0.961939,Dwarf Planet,Low,1,Kepler-60
Kepler-60 c,1.33,6.76,4.38395,Ice Giant,High,0,Kepler-60
Kepler-60 d,1.73,116.33,6.9226,Proto Planet,Low,1,Kepler-60
Kepler-600 b,1.64,63.09,9.7579,Dwarf Planet,Low,1,Kepler-600
Kepler-601 b,1.64,16.89,11.332,Proto Planet,Low,1,Kepler-601
Kepler-602 b,2.48,47.1,11.8104,Ice Giant,High,0,Kepler-602
Kepler-603 b,2,78.27,10.59357,Gas Giant,High,0,Kepler-603
Kepler-603 c,1.49,44.76,3.835476,Chthonian Planet,Low,1,Kepler-603
Kepler-603 d,2.29,18.14,32.6479,Chthonian Planet,Low,1,Kepler-603
Kepler-604 b,2,92.52,7.51574,Proto Planet,Low,1,Kepler-604
Kepler-605 b,1.99,6.56,3.67626,Garden World,Medium,1,Kepler-605
Kepler-605 c,2.07,118.46,7.95486,Gas Giant,High,0,Kepler-605
Kepler-606 b,1.8,113.05,6.342,Gas Giant,High,0,Kepler-606
Kepler-607 b,2.6,83.67,13.85,Proto Planet,Low,1,Kepler-607
Kepler-607 c,1.9,121.28,40.718,Gas Giant,High,0,Kepler-607
Kepler-608 b,1.1,22.61,0.813143,Gas Giant,High,0,Kepler-608
Kepler-609 b,1,55.31,0.365261,Garden World,Medium,1,Kepler-609
Kepler-61 b,2.64,95.77,10.06049,Garden World,Medium,1,Kepler-61
Kepler-610 b,1.28,88.19,5.90279,Dwarf Planet,Low,1,Kepler-610
Kepler-610 c,2.26,56.82,12.42205,Proto Planet,Low,1,Kepler-610
Kepler-611 b,2.02,60.62,7.6188,Ice Giant,High,0,Kepler-611
Kepler-612 b,2.54,5.2,19.07863,Ice Giant,High,0,Kepler-612
Kepler-613 b,3.178,97.37,3.705871,Garden World,Medium,1,Kepler-613
Kepler-614 b,6.117,37.75,9.283188,Dwarf Planet,Low,1,Kepler-614
Kepler-615 b,1.44,67.44,9.45889,Gas Giant,High,0,Kepler-615
Kepler-616 b,2.466,22.18,6.673117,Proto Planet,Low,1,Kepler-616
Kepler-616 c,3.249,30.82,17.355066,Ice Giant,High,0,Kepler-616
Kepler-616 d,1.274,35.01,2.354992,Gas Giant,High,0,Kepler-616
Kepler-617 b,1.554,29.49,4.382745,Proto Planet,Low,1,Kepler-617
Kepler-618 b,2.648,14.28,14.101361,Gas Giant,High,0,Kepler-618
Kepler-619 b,2.19,115.31,8.52695,Proto Planet,Low,1,Kepler-619
Kepler-619 c,2.365,95.83,9.978541,Proto Planet,Low,1,Kepler-619
Kepler-619 d,1.86,42.7,15.8523,Ice Giant,High,0,Kepler-619
Kepler-62 b,1.273,42.95,6.380803,Ice Giant,High,0,Kepler-62
Kepler-62 c,2.23,85.53,17.96753,Proto Planet,Low,1,Kepler-62
Kepler-62 d,1.418,30.8,7.576544,Dwarf Planet,Low,1,Kepler-62
Kepler-62 e,1.802,32.17,12.400047,Dwarf Planet,Low,1,Kepler-62
Kepler-62 f,2.687,10.44,5.628466,Chthonian Planet,Low,1,Kepler-62
Kepler-620 b,1.666,95.59,14.316941,Gas Giant,High,0,Kepler-620
Kepler-621 b,3.206,43.77,29.62682,Ice Giant,High,0,Kepler-621
Kepler-622 b,1.608,59.87,5.868699,Proto Planet,Low,1,Kepler-622
Kepler-623 b,2.6,40.82,19.562307,Garden World,Medium,1,Kepler-623
Kepler-624 b,2.038,32.59,9.525988,Dwarf Planet,Low,1,Kepler-624
Kepler-625 b,1.491,90.92,5.329439,Gas Giant,High,0,Kepler-625
Kepler-625 c,2.116,47.59,14.155185,Ice Giant,High,0,Kepler-625
Kepler-626 b,3.558,72.47,8.747818,Dwarf Planet,Low,1,Kepler-626
Kepler-627 b,2.513,115.85,5.172191,Dwarf Planet,Low,1,Kepler-627
Kepler-629 b,2.37,93.33,32.939623,Gas Giant,High,0,Kepler-629
Kepler-63 b,2.65,40.67,8.962,Dwarf Planet,Low,1,Kepler-63
Kepler-630 b,2.466,123.3,8.865663,Dwarf Planet,Low,1,Kepler-630
Kepler-631 b,2.836,53.71,6.893813,Dwarf Planet,Low,1,Kepler-631
Kepler-632 b,2.713,67.96,4.7369696,Proto Planet,Low,1,Kepler-632
Kepler-633 b,1.1,60.7,0.469285,Proto Planet,Low,1,Kepler-633
Kepler-633 c,2.3,8.08,10.787992,Dwarf Planet,Low,1,Kepler-633
Kepler-634 b,2.3,88.84,22.620344,Proto Planet,Low,1,Kepler-634
Kepler-635 b,1.47,0.61,16.9780102,Chthonian Planet,Low,1,Kepler-635
Kepler-636 b,1.15,55.87,10.616384,Dwarf Planet,Low,1,Kepler-636
Kepler-637 b,2.39,29.69,52.713494,Dwarf Planet,Low,1,Kepler-637
Kepler-638 b,3.172,32.6,41.474219,Dwarf Planet,Low,1,Kepler-638
Kepler-639 b,1.2,109.09,0.77401,Proto Planet,Low,1,Kepler-639
Kepler-640 b,1.4,70.66,2.871512,Ice Giant,High,0,Kepler-640
Kepler-641 b,2.4,45.61,7.149584,Gas Giant,High,0,Kepler-641
Kepler-642 b,1.9,98.77,13.606629,Gas Giant,High,0,Kepler-642
Kepler-643 b,1.35,22.68,1.742169,Ice Giant,High,0,Kepler-643
Kepler-644 b,2.83,7.55,7.810253,Proto Planet,Low,1,Kepler-644
Kepler-645 b,1.52,76.28,2.588309,Gas Giant,High,0,Kepler-645
Kepler-646 b,2.5,46.17,6.679195,Gas Giant,High,0,Kepler-646
Kepler-647 b,7,107.49,7.9222,Proto Planet,Low,1,Kepler-647
Kepler-647 c,4.1,2.51,11.8993,Proto Planet,Low,1,Kepler-647
Kepler-648 b,1.11,24.3,2.5081,Ice Giant,High,0,Kepler-648
Kepler-649 b,1.357,110.5,10.098858,Chthonian Planet,Low,1,Kepler-649
Kepler-65 b,1.093,59.03,21.574023,Gas Giant,High,0,Kepler-65
Kepler-65 c,1.579,66.4,2.858646,Proto Planet,Low,1,Kepler-65
Kepler-65 d,1.52,95.1,4.162817,Gas Giant,High,0,Kepler-65
Kepler-65 e,3.95,61.8,14.786889,Proto Planet,Low,1,Kepler-65
Kepler-650 b,3.642,60.08,39.721386,Ice Giant,High,0,Kepler-650
Kepler-651 b,3.13,49.1,15.852975,Proto Planet,Low,1,Kepler-651
Kepler-652 b,2.576,111.27,28.482786,Ice Giant,High,0,Kepler-652
Kepler-653 b,3.6,76.35,48.324222,Ice Giant,High,0,Kepler-653
Kepler-653 c,2.56,78.63,8.357881,Chthonian Planet,Low,1,Kepler-653
Kepler-654 b,4.189,4.16,17.0428683,Ice Giant,High,0,Kepler-654
Kepler-655 b,1.423,107.26,3.3596055,Ice Giant,High,0,Kepler-655
Kepler-656 b,2.438,93.82,7.4500177,Proto Planet,Low,1,Kepler-656
Kepler-656 c,1.73,4.35,3.2253993,Dwarf Planet,Low,1,Kepler-656
Kepler-657 b,2.85,55.93,7.3744897,Gas Giant,High,0,Kepler-657
Kepler-658 b,1.364,34.58,2.849883,Proto Planet,Low,1,Kepler-658
Kepler-659 b,1.4,4,1.05979,Ice Giant,High,0,Kepler-659
Kepler-66 b,3.286,109.86,22.779878,Proto Planet,Low,1,Kepler-66
Kepler-660 b,13.7,27.78,4700,Garden World,Medium,1,Kepler-660
Kepler-661 b,2.302,117.15,3.405164,Proto Planet,Low,1,Kepler-661
Kepler-662 b,1.265,80.2,9.6952,Garden World,Medium,1,Kepler-662
Kepler-663 b,3.172,17.38,7.055908,Gas Giant,High,0,Kepler-663
Kepler-664 b,1.996,97.28,26.672263,Gas Giant,High,0,Kepler-664
Kepler-665 b,2.795,64.37,18.294549,Dwarf Planet,Low,1,Kepler-665
Kepler-666 b,2.606,11.09,12.48749,Dwarf Planet,Low,1,Kepler-666
Kepler-667 b,1.675,13.45,4.19097,Dwarf Planet,Low,1,Kepler-667
Kepler-668 b,0.869,104.61,2.080615,Dwarf Planet,Low,1,Kepler-668
Kepler-669 b,1.84,64.4,9.325038,Garden World,Medium,1,Kepler-669
Kepler-67 b,2.49,6.14,15.50192,Chthonian Planet,Low,1,Kepler-67
Kepler-670 b,0.86,106.97,0.57023,Gas Giant,High,0,Kepler-670
Kepler-671 b,1.332,14.72,0.669561,Ice Giant,High,0,Kepler-671
Kepler-672 b,2.65,46.89,9.795647,Gas Giant,High,0,Kepler-672
Kepler-673 b,1.514,101.02,8.13087,Garden World,Medium,1,Kepler-673
Kepler-674 b,2.43,61.47,8.596802,Dwarf Planet,Low,1,Kepler-674
Kepler-675 b,2.124,72.68,8.269648,Ice Giant,High,0,Kepler-675
Kepler-676 b,1.75,88.41,2.1748,Proto Planet,Low,1,Kepler-676
Kepler-677 b,3.579,121.28,14.074524,Proto Planet,Low,1,Kepler-677
Kepler-678 b,2.569,50.76,8.679885,Chthonian Planet,Low,1,Kepler-678
Kepler-679 b,1.348,90.34,3.901287,Gas Giant,High,0,Kepler-679
Kepler-68 b,1.438,83.96,6.66767,Gas Giant,High,0,Kepler-68
Kepler-68 c,2.576,4.34,11.137278,Proto Planet,Low,1,Kepler-68
Kepler-68 d,2.3,73.44,0.381073,Gas Giant,High,0,Kepler-68
Kepler-68 e,2.39,73.01,13.683256,Dwarf Planet,Low,1,Kepler-68
Kepler-680 b,1.679,47.8,2.399094,Ice Giant,High,0,Kepler-680
Kepler-681 b,2.35,82.09,15.38857,Chthonian Planet,Low,1,Kepler-681
Kepler-682 b,0.89,42.65,0.50557,Ice Giant,High,0,Kepler-682
Kepler-683 b,1.5,86.36,4.562546,Ice Giant,High,0,Kepler-683
Kepler-684 b,1.56,21.42,4.47904,Proto Planet,Low,1,Kepler-684
Kepler-685 b,2.41,3.59,10.09489,Dwarf Planet,Low,1,Kepler-685
Kepler-686 b,3.609,106.95,15.8723,Dwarf Planet,Low,1,Kepler-686
Kepler-687 b,1.539,57.1,3.27109,Ice Giant,High,0,Kepler-687
Kepler-688 b,1.666,16.81,13.621832,Dwarf Planet,Low,1,Kepler-688
Kepler-689 b,1.21,31.63,2.69828,Garden World,Medium,1,Kepler-689
